gas_date,fuel_burn_actual_total_preverified,Forecast_ensemble,Forecast_ARIMAX,Forecast_Prophet,Forecast_LightGBM,Error,Percentage Error,,,
18-04-2020,20716.93,48148.39,49814.54,50065.9,44564.73,27431.46,115%,,,
19-04-2020,32201.88,48586.38,45554.63,47231.22,52973.31,16384.5,65%,,,
20-04-2020,28802.55,45697.96,46832.82,46444.34,43816.72,16895.41,52%,,,
21-04-2020,38250.87,35491.21,39743.09,35995.34,30735.2,2759.66,20%,,,
22-04-2020,53022.27,39637.74,40296.37,38157.88,40458.97,13384.53,24%,,,
23-04-2020,42035.82,45019.1,42878.28,43998.3,48180.71,2983.28,15%,,,
24-04-2020,42822.9,43573.3,42059.01,45755.64,42905.24,750.4,0%,,,
25-04-2020,45330.39,42214.39,40730.94,44834.16,41078.06,3116,9%,,,
26-04-2020,39988.26,42728.46,39394.87,44199.07,44591.45,2740.2,12%,,,
27-04-2020,45914.05,44716.97,44660.25,49097.12,40393.52,1197.08,12%,,,
28-04-2020,39106.77,45911.74,45116.1,48733.62,43885.52,6804.97,12%,,,
29-04-2020,32599.48,45139.61,43579.38,46300.71,45538.75,12540.13,40%,,,
30-04-2020,41775.29,43433.67,40913.33,44576.23,44811.45,1658.38,7%,,,
01-05-2020,24684.33,44248.04,43206.42,43413.24,46124.47,19563.71,87%,,,
02-05-2020,24684.33,40335.79,39991.4,39180.09,41835.87,15651.46,69%,,,
03-05-2020,24684.33,37360.87,36914.43,38879.33,36288.85,12676.54,47%,,,
04-05-2020,24684.33,37655.33,37204.58,37307.52,38453.88,12971,56%,,,
05-05-2020,24684.33,34573.25,34846.27,35260.17,33613.32,9888.92,36%,,,
06-05-2020,24684.33,33055.6,32872.58,33566.85,32727.39,8371.27,33%,,,
07-05-2020,24684.33,31445.04,31271.61,32691.5,30372.02,6760.71,23%,,,
08-05-2020,24684.33,30141.52,29080.07,32421.84,28922.65,5457.19,17%,,,
09-05-2020,24684.33,28178.52,27921.72,30546.55,26067.3,3494.19,6%,,,
10-05-2020,24684.33,27973.48,26776.65,31778.82,25364.96,3289.15,3%,,,
11-05-2020,24684.33,32228.98,31672.47,36351.38,28663.1,7544.65,16%,,,
12-05-2020,24684.33,30306.23,30534.92,34345.17,26038.61,5621.9,5%,,,
13-05-2020,24684.33,29355.98,29420.41,32648.94,25998.59,4671.65,5%,,,
14-05-2020,24684.33,28971.89,28298.29,31726.02,26891.36,4287.56,9%,,,
15-05-2020,24684.33,28346.99,27178.44,31330.19,26532.34,3662.66,7%,,,
16-05-2020,24684.33,27278.68,26083.82,29384.19,26368.04,2594.35,7%,,,
17-05-2020,24684.33,27740.24,25000.14,30583.28,27637.29,3055.91,12%,,,
18-05-2020,24684.33,31932.55,29953.19,35163.51,30680.97,7248.22,24%,,,
19-05-2020,24684.33,30286.98,28975.72,33243.11,28642.11,5602.65,16%,,,
20-05-2020,24684.33,28919.2,27911.02,31623.26,27223.33,4234.87,10%,,,
21-05-2020,24684.33,28606.26,26865.71,30827.85,28125.23,3921.93,14%,,,
22-05-2020,24684.33,28152.7,25784.83,30580.24,28093.03,3468.37,14%,,,
23-05-2020,40307.16,27235.4,24755.06,28831.26,28119.87,13071.76,30%,,,
24-05-2020,39728.07,30760.04,28067.21,35829.82,28383.11,8968.03,29%,,,
25-05-2020,41843.96,38292.2,35750.9,44058.91,35066.79,3551.76,16%,,,
26-05-2020,47936.62,41759.63,36584.35,44483.81,44210.72,6176.99,8%,,,
27-05-2020,50022.13,42186.2,38262,45811.11,42485.49,7835.93,15%,,,
28-05-2020,37391.31,43510,39864.38,47856.89,42808.73,6118.69,14%,,,
29-05-2020,38551.62,44385.62,39337.66,47742.44,46076.75,5834,20%,,,
30-05-2020,38662.48,42082.05,37875.29,44519.49,43851.38,3419.57,13%,,,
31-05-2020,33389.42,39682.44,34358.35,42133.04,42555.92,6293.02,27%,,,
01-06-2020,36566.44,48077.43,43250.16,47056.13,53926.01,11510.99,47%,,,
02-06-2020,45680.63,46404.81,41712.05,44933.39,52568.99,724.18,15%,,,
03-06-2020,38557.06,45967.08,42098.99,46136.18,49666.06,7410.02,29%,,,
04-06-2020,39444.54,43068.78,40898.61,46386.14,41921.58,3624.24,6%,,,
05-06-2020,38214.69,43336.44,40281.8,46911.67,42815.85,5121.75,12%,,,
06-06-2020,35591.11,39685.01,37875.76,42974.45,38204.82,4093.9,7%,,,
07-06-2020,37815.25,39891.55,36613.74,44167.98,38892.92,2076.3,3%,,,
08-06-2020,47674.45,44950.44,41625.44,48648.08,44577.81,2724.01,6%,,,
09-06-2020,46580.16,46926.75,43294.02,50318.04,47168.2,346.59,1%,,,
10-06-2020,36497.1,47800.33,43638.87,51052.44,48709.7,11303.23,33%,,,
11-06-2020,38998.16,45695.56,42561.77,50182.71,44342.21,6697.4,14%,,,
12-06-2020,39644.35,43155.52,40396.2,47793.62,41276.74,3511.17,4%,,,
13-06-2020,34323.8,38936.39,38125.94,43541.8,35141.43,4612.59,2%,,,
14-06-2020,86468.83,39006.25,37059.7,44491.27,35467.79,47462.58,59%,,,
15-06-2020,91352.67,66052.54,54748.44,65540.01,77869.17,25300.13,15%,,,
16-06-2020,86205.09,72062.05,63052.16,75687.69,77446.28,14143.04,10%,,,
17-06-2020,85257.31,73785.38,66190.33,78765.34,76400.47,11471.93,10%,,,
18-06-2020,95830.25,75401.54,67829.68,78061.92,80313.01,20428.71,16%,,,
19-06-2020,103029.64,76489.69,70944.16,79717.7,78807.21,26539.95,24%,,,
20-06-2020,89353.28,85031.51,76012.54,82766.58,96315.41,4321.77,8%,,,
21-06-2020,91804.25,85409.65,78090.5,85272.43,92866.02,6394.6,1%,,,
22-06-2020,87875.87,87647.18,83230.39,88697.82,91013.34,228.69,4%,,,
23-06-2020,89138.44,83685.24,79471.74,81533.47,90050.5,5453.2,1%,,,
24-06-2020,99035.74,82605.1,78779.93,79332.89,89702.48,16430.64,9%,,,
25-06-2020,90991.98,80989.78,80239,80650.49,82079.86,10002.2,10%,,,
26-06-2020,103948.78,80812.44,79382.42,80147.56,82907.33,23136.34,20%,,,
27-06-2020,88711.27,83851.78,80628.17,81219.43,89707.74,4859.49,1%,,,
28-06-2020,91329.74,80213.17,78838.22,80055.01,81746.28,11116.57,10%,,,
29-06-2020,99771.76,84545.02,84127.21,84206.84,85301.01,15226.74,15%,,,
30-06-2020,94041.73,82262.17,83154.73,80475.36,83156.41,11779.56,12%,,,
01-07-2020,75155.08,89279.14,88729.44,92104.59,87003.4,14124.06,16%,,,
02-07-2020,78582.29,85125.92,86154.46,88923.7,80299.6,6543.63,2%,,,
03-07-2020,65537.57,79759.12,81638.86,82708.74,74929.77,14221.55,14%,,,
04-07-2020,47062.39,73276.44,74763.04,72908.36,72157.93,26214.05,53%,,,
05-07-2020,51715.24,65736.02,69663.44,69040.19,58504.44,14020.78,13%,,,
06-07-2020,54962.39,69695.89,68373.44,65444.81,75269.43,14733.5,37%,,,
07-07-2020,51250.22,60226.55,62905.49,59211.38,58562.79,8976.33,14%,,,
08-07-2020,52659.55,58061.12,59893.88,57527.23,56762.24,5401.57,8%,,,
09-07-2020,46817.18,53768.02,57797.2,56522.41,46984.46,6950.84,0%,,,
10-07-2020,50070.54,51327.04,54180.64,54379.32,45421.16,1256.5,9%,,,
11-07-2020,50877.95,49828.63,52273.05,52189.01,45023.84,1049.32,12%,,,
12-07-2020,50103.63,50615.16,51244.22,53029.82,47571.43,511.53,5%,,,
13-07-2020,47152.72,54662.68,56419.94,58066.58,49501.51,7509.96,5%,,,
14-07-2020,47286.66,53947.1,55025.01,55936.44,50879.87,6660.44,8%,,,
15-07-2020,61019.66,52068.18,53016.12,53388.92,49799.51,8951.48,18%,,,
16-07-2020,98584.11,51080.55,54705.24,56547.91,41988.51,47503.56,57%,,,
17-07-2020,89618.82,70470.05,66092.39,72352.77,72965,19148.77,19%,,,
18-07-2020,91202.28,80893.84,71427.04,78739.55,92514.91,10308.44,1%,,,
19-07-2020,86480.2,84249.07,73979.87,83769.98,94997.37,2231.13,10%,,,
20-07-2020,97483.55,86356.41,78988.66,85836.9,94243.67,11127.14,3%,,,
21-07-2020,105436.96,88032.78,82103.53,87288.24,94706.56,17404.18,10%,,,
22-07-2020,100383.54,90011.02,86510.83,90865.33,92656.9,10372.52,8%,,,
23-07-2020,93005.13,92257.21,88337.56,92715.89,95718.19,747.92,3%,,,
24-07-2020,86440.12,91343.96,86828.73,91998.44,95204.72,4903.84,10%,,,
25-07-2020,85929.52,86452.28,83374.04,86136.76,89846.04,522.76,5%,,,
26-07-2020,96739.57,83498.67,79789.13,83461.39,87245.49,13240.9,10%,,,
27-07-2020,89610.68,88277.69,86130.2,89612.07,89090.78,1332.99,1%,,,
28-07-2020,95317.72,86769.27,85000.39,88139.28,87168.13,8548.45,9%,,,
29-07-2020,99312.3,87574.37,84315.72,88109.77,90297.61,11737.93,9%,,,
30-07-2020,91467.37,86571.11,83735.82,88079.33,87898.17,4896.26,4%,,,
31-07-2020,79474.17,86493.23,82714.14,87899.13,88866.43,7019.06,12%,,,
01-08-2020,82154.93,84929.14,84666.15,84142.85,85978.4,2774.21,5%,,,
02-08-2020,83790.25,82851.53,80745.65,80621.96,87186.97,938.72,4%,,,
03-08-2020,86299.64,82443.25,83537.13,82381.63,81410.98,3856.39,6%,,,
04-08-2020,79097.02,82588.78,83474.74,81951.22,82340.39,3491.76,4%,,,
05-08-2020,75503.86,80358.13,81681.96,79857.95,79534.47,4854.27,5%,,,
06-08-2020,69488.68,78614.97,78792.14,77418.63,79634.14,9126.29,15%,,,
07-08-2020,72721.33,74363.23,74586.69,72997.13,75505.87,1641.9,4%,,,
08-08-2020,77193.54,71573.82,72319.1,69231.84,73170.5,5619.72,5%,,,
09-08-2020,83364.63,72058.43,71684.04,71140.92,73350.33,11306.2,12%,,,
10-08-2020,77698.87,79369.37,78931.04,79310.25,79866.82,1670.5,3%,,,
11-08-2020,82920.06,78535.52,78027.83,78112.7,79466.03,4384.54,4%,,,
12-08-2020,82030.35,78636.35,78239.67,77937.84,79731.55,3394,3%,,,
13-08-2020,81351.49,78596.58,77773.65,77087.28,80928.81,2754.91,1%,,,
14-08-2020,78859.79,79504.41,77971.33,77655.85,82886.06,644.62,5%,,,
15-08-2020,80328.68,77823.43,77126.28,75470.68,80873.33,2505.25,1%,,,
16-08-2020,77287.18,77802.87,75920.6,76432.1,81055.92,515.69,5%,,,
17-08-2020,69811.69,80075.65,80049.51,80262.45,79914.99,10263.96,14%,,,
18-08-2020,67450.95,79185.12,77979.72,77182.93,82392.72,11734.17,22%,,,
19-08-2020,69574.72,73031.88,74342.04,72531.86,72221.74,3457.16,4%,,,
20-08-2020,65543.3,68583.45,70934.35,69069.74,65746.28,3040.15,0%,,,
21-08-2020,75347.87,67562.83,68495.95,67936.39,66256.16,7785.04,12%,,,
22-08-2020,72408.13,67784.7,68674.71,68674.18,66005.2,4623.43,9%,,,
23-08-2020,77874.34,69899.53,67492.17,70715.07,71491.37,7974.81,8%,,,
24-08-2020,81597.64,76649.68,73657.64,77712.36,78579.03,4947.96,4%,,,
25-08-2020,72444.87,76792.41,74361.23,77922.77,78093.24,4347.54,8%,,,
26-08-2020,87718.71,74905.04,73536.91,76577.93,74600.26,12813.67,15%,,,
27-08-2020,101862.85,74440.85,75241.05,79019.66,69061.85,27422,32%,,,
28-08-2020,98661.53,80160.72,79837.86,85370.22,75274.08,18500.81,24%,,,
29-08-2020,107821.88,85377.05,82201.25,87954.35,85975.55,22444.83,20%,,,
30-08-2020,100326.8,91144.52,85094.22,93494.38,94844.96,9182.28,5%,,,
31-08-2020,114038.96,94606.32,91146.83,98261.47,94410.67,19432.64,17%,,,
01-09-2020,108136.71,97268.53,98372.81,100978.76,92454.03,10868.18,15%,,,
02-09-2020,100264.3,97967.82,99220.85,100145.33,94537.3,2296.48,6%,,,
03-09-2020,99788.92,97521.18,98848.1,99605.11,94110.34,2267.74,6%,,,
04-09-2020,104451.46,95161.41,95665.07,95621.68,94197.48,9290.05,10%,,,
05-09-2020,79530.14,93510.65,94255.12,92530.03,93746.82,13980.51,18%,,,
06-09-2020,72858.88,92141.37,91031.93,91163.79,94228.38,19282.49,29%,,,
07-09-2020,86177.22,89636.41,91826.67,90032.83,87049.72,3459.19,1%,,,
08-09-2020,77613.71,84667.25,85483.24,81278.27,87240.26,7053.54,12%,,,
09-09-2020,69942.03,81026.96,82563.29,78696.35,81821.24,11084.93,17%,,,
10-09-2020,86300.15,77361.72,79727.68,76896.66,75460.83,8938.43,13%,,,
11-09-2020,81231.31,75799.35,78006.72,76305.24,73086.08,5431.96,10%,,,
12-09-2020,85408.2,74157.17,76137.12,74902.65,71431.74,11251.03,16%,,,
13-09-2020,93603,78710.1,76493.83,78016.8,81619.69,14892.9,13%,,,
14-09-2020,96034.89,85031.78,84171.27,85071.06,85853.01,11003.11,11%,,,
15-09-2020,66643.26,86096.7,85513.23,86009.55,86767.31,19453.44,30%,,,
16-09-2020,81115.11,80194.92,83218.18,82202.83,75163.74,920.19,7%,,,
17-09-2020,87295.73,78023.73,81054.42,78121.38,74895.37,9272,14%,,,
18-09-2020,69482.18,74767.47,78513.83,74628.84,71159.75,5285.29,2%,,,
19-09-2020,50196.34,73253.48,77005.6,72397.67,70357.16,23057.14,40%,,,
20-09-2020,54033.93,62838.87,71647.39,67929.07,48940.14,8804.94,9%,,,
21-09-2020,77479.16,67390.97,68818.18,62139.95,71214.77,10088.19,8%,,,
22-09-2020,88719.52,67233.06,68524.87,62487.81,70686.49,21486.46,20%,,,
23-09-2020,95497.85,70466.06,74056.6,69844.76,67496.82,25031.79,29%,,,
24-09-2020,85902.29,75804.89,77716.53,75761.63,73936.51,10097.4,14%,,,
25-09-2020,77971.88,78368.04,77112.77,75868.77,82122.56,396.16,5%,,,
26-09-2020,68863.85,73469.5,75755.68,72134.1,72518.73,4605.65,5%,,,
27-09-2020,92869.4,67730.99,72123.1,67255.3,63814.56,25138.41,31%,,,
28-09-2020,80539.38,75280.79,80541.33,74408.28,70892.77,5258.59,12%,,,
29-09-2020,81975.29,73019.48,79911.12,72514.4,66632.91,8955.81,19%,,,
30-09-2020,91230.19,75157.49,79269.28,71901.44,74301.76,16072.7,19%,,,
01-10-2020,85146.39,81264.22,83197.5,82691,77904.16,3882.17,9%,,,
02-10-2020,65322.53,83286.66,82523.22,82615.44,84721.31,17964.13,30%,,,
03-10-2020,78220.02,76799.11,80029.53,78340.78,72027.01,1420.91,8%,,,
04-10-2020,78865.36,72595.61,77256.8,75556.51,64973.52,6269.75,18%,,,
05-10-2020,87896.66,76623.03,80288.86,77578.97,72001.26,11273.63,18%,,,
06-10-2020,74532.31,79711.74,82169.18,79701.14,77264.9,5179.43,4%,,,
07-10-2020,59459.93,78243.85,80541.22,77047.08,77143.25,18783.92,30%,,,
08-10-2020,41222.04,73689.94,76405.52,72700.29,71964.03,32467.9,75%,,,
09-10-2020,42371.25,67223.66,67275.22,61315.38,73080.39,24852.41,72%,,,
10-10-2020,58040.58,56878.05,59720.37,49874.23,61039.54,1162.53,5%,,,
11-10-2020,94652.61,54067.36,57123,49952.66,55126.42,40585.25,42%,,,
12-10-2020,75532.39,73192.1,72490.52,70277.98,76807.79,2340.29,2%,,,
13-10-2020,58790.29,70512.77,73523.82,73227.27,64787.23,11722.48,10%,,,
14-10-2020,60458.16,67873.76,71512.58,71187.28,60921.42,7415.6,1%,,,
15-10-2020,66577.24,60734.47,64739.39,60515.9,56948.12,5842.77,14%,,,
16-10-2020,36854.4,60481.86,63099.98,57299.41,61046.19,23627.46,66%,,,
17-10-2020,36730.84,55832.87,60514.62,52933.36,54050.63,19102.03,47%,,,
18-10-2020,69898.85,50625.21,55296.55,48692,47887.08,19273.64,31%,,,
19-10-2020,92856.17,57180.83,59605.49,54331.06,57605.92,35675.34,38%,,,
20-10-2020,78447.21,69785.26,68255.99,67089.98,74009.82,8661.95,6%,,,
21-10-2020,86019.33,72588.52,71036.14,71058.17,75671.26,13430.81,12%,,,
22-10-2020,82541.16,75858.24,72750.59,73109.92,81714.2,6682.92,1%,,,
23-10-2020,61399.13,72780.3,70754.05,70023.4,77563.45,11381.17,26%,,,
24-10-2020,45665.72,64763.46,70232.4,67234.07,56823.9,19097.74,24%,,,
25-10-2020,43389.76,57450.67,65161.34,61099.51,46091.15,14060.91,6%,,,
26-10-2020,95404.21,61197.35,62273.81,54597.9,66720.34,34206.86,30%,,,
27-10-2020,69699.57,69837.25,68834.27,65039.33,75638.16,137.68,9%,,,
28-10-2020,52971.82,68715.01,69744.99,67977.91,68422.13,15743.19,29%,,,
29-10-2020,40707.36,64418.77,67248.56,67867.79,58139.94,23711.41,43%,,,
30-10-2020,17331.58,50826.06,55802.91,53416.5,43258.77,33494.48,150%,,,
31-10-2020,40692.02,38799.29,45970.71,39994.82,30432.34,1892.73,25%,,,
01-11-2020,42964.67,40317.05,46473.85,37799.2,36678.09,2647.62,15%,,,
02-11-2020,32532.62,47563.87,51678.78,43158.13,47854.71,15031.25,47%,,,
03-11-2020,20337.14,45419.79,47360.71,41974.83,46923.82,25082.65,131%,,,
04-11-2020,15465.65,38002.89,41603.48,36648.89,35756.28,22537.24,131%,,,
05-11-2020,45276.4,31554.15,34261.06,28568.84,31832.54,13722.25,30%,,,
06-11-2020,38856.64,35614.99,36104.26,32834.03,37906.67,3241.65,2%,,,
07-11-2020,33724.79,36786.57,38341.34,35285.6,36732.77,3061.78,9%,,,
08-11-2020,36472.5,38023.89,37582.25,38128.85,38360.57,1551.39,5%,,,
09-11-2020,65011.9,40758.87,40559.57,39963.65,41753.4,24253.03,36%,,,
10-11-2020,65879.4,50602.56,47024.83,47513.38,57269.48,15276.84,13%,,,
11-11-2020,83470.66,54152.72,52371.47,53359,56727.69,29317.94,32%,,,
12-11-2020,72579.62,59815.66,59858.15,62190.52,57398.31,12763.96,21%,,,
13-11-2020,44526.62,60326.15,61058.78,63478.9,56440.77,15799.53,27%,,,
14-11-2020,57513.19,58969.25,59363.87,59575.22,57968.67,1456.06,1%,,,
15-11-2020,37115.98,53957.25,55323.79,54034.32,52513.62,16841.27,41%,,,
16-11-2020,36229.45,53227.69,55337.27,49921.43,54424.36,16998.24,50%,,,
17-11-2020,84330.29,50887.83,52063.13,46056.1,54544.26,33442.46,35%,,,
18-11-2020,96375.5,58853.78,57905.66,54143.07,64512.61,37521.72,33%,,,
19-11-2020,78846.83,69629.09,65701.86,67432.16,75753.23,9217.74,4%,,,
20-11-2020,96814.61,70799.68,66706.55,71151.22,74541.27,26014.93,23%,,,
21-11-2020,72790.16,69846.28,70252.89,73000.41,66285.54,2943.88,9%,,,
22-11-2020,74362.78,65984.4,67445.98,69902.42,60604.81,8378.38,19%,,,
23-11-2020,65225,75193.7,73967.08,74558.81,77055.21,9968.7,18%,,,
24-11-2020,75828.06,64839.67,69145.17,64523.1,60850.75,10988.39,20%,,,
25-11-2020,78243.79,65252.13,68348.24,63916.95,63491.19,12991.66,19%,,,
26-11-2020,28538,64136.73,67002.45,64297.76,61109.97,35598.73,114%,,,
27-11-2020,25505.84,60828.29,62019.42,60006.19,60459.25,35322.45,137%,,,
28-11-2020,24998.63,53905.39,50992.62,46596.64,64126.9,28906.76,157%,,,
29-11-2020,27157.96,32171.79,36273.49,29080.71,31161.18,5013.83,15%,,,
30-11-2020,55991.9,35666.23,38562.07,32993.42,35443.21,20325.67,37%,,,
01-12-2020,46360.26,46201.5,47659.72,42130.53,48814.25,158.76,5%,,,
02-12-2020,42423.24,48919.78,47275.71,44743.97,54739.68,6496.54,29%,,,
03-12-2020,43261.39,44716.24,44971.75,45695.32,43481.66,1454.85,1%,,,
04-12-2020,57517.65,42098.78,42590.16,42143.4,41562.77,15418.87,28%,,,
05-12-2020,52883.29,45650.96,46092.56,45248.47,45611.85,7232.33,14%,,,
06-12-2020,52175.67,46768.64,47688.43,49390.28,43227.21,5407.03,17%,,,
07-12-2020,71212.32,53418.66,54460.52,55837.07,49958.38,17793.66,30%,,,
08-12-2020,53929.73,58163.43,57537.83,59311.63,57640.83,4233.7,7%,,,
09-12-2020,48971.04,56781.78,57151.9,58349.44,54844,7810.74,12%,,,
10-12-2020,28888.33,56045.66,56159.66,57431.38,54545.94,27157.33,89%,,,
11-12-2020,48382.54,47016.52,49136.53,47942.91,43970.13,1366.02,9%,,,
12-12-2020,27525.02,41852.75,46525.21,44408.48,34624.55,14327.73,26%,,,
13-12-2020,35539.04,37869.29,41275.3,40531.91,31800.67,2330.25,11%,,,
14-12-2020,52392.68,46052.54,45965.16,46098.26,46094.19,6340.14,12%,,,
15-12-2020,73754.49,44449.37,44691.22,45416.5,43240.39,29305.12,41%,,,
16-12-2020,114050.12,56592.73,51810.83,55577.9,62389.45,57457.39,45%,,,
17-12-2020,105493.03,69967.22,66400.22,75118.42,68383.02,35525.81,35%,,,
18-12-2020,55925.41,75145.61,74511.79,84745.84,66179.21,19220.2,18%,,,
19-12-2020,64309.78,75182.74,73196.79,81129.08,71222.34,10872.96,11%,,,
20-12-2020,68594.42,59652.83,67040.52,70533.22,41384.75,8941.59,40%,,,
21-12-2020,35425.22,63641.18,65901.48,62399.5,62622.54,28215.96,77%,,,
22-12-2020,33828.31,57420.41,63122.65,57741.6,51397,23592.1,52%,,,
23-12-2020,42985.97,51990.6,56280.24,48440.5,51251.07,9004.63,19%,,,
24-12-2020,102336.82,41005.72,45704.22,37069.8,40243.15,61331.1,61%,,,
25-12-2020,99504.82,59871.28,57962.68,58461.04,63190.12,39633.54,36%,,,
26-12-2020,104772.16,66508.55,66936.3,69838.76,62750.58,38263.61,40%,,,
27-12-2020,45167.12,71229.44,71205.24,77125.42,65357.67,26062.32,45%,,,
28-12-2020,56348.61,73593.96,72862.92,75342.12,72576.86,17245.35,29%,,,
29-12-2020,60903.35,68368.89,67590.71,63307.65,74208.32,7465.54,22%,,,
30-12-2020,47493.16,54005.7,58993.91,46264.16,56759.04,6512.54,20%,,,
31-12-2020,67407.19,52473.53,58233.79,44920.78,54266.02,14933.66,19%,,,
01-01-2021,70520.68,59293.68,64250.02,58903.6,54727.43,11227,22%,,,
02-01-2021,81927.08,59734.14,63365.15,58790.95,57046.33,22192.94,30%,,,
03-01-2021,62550.64,61846.2,64734.88,65787.2,55016.51,704.44,12%,,,
04-01-2021,79095.79,70427.6,70133.43,73230.91,67918.45,8668.19,14%,,,
05-01-2021,38732.9,71942.68,71655.98,73029.77,71142.28,33209.78,84%,,,
06-01-2021,36214.7,65934.8,65594.61,63122.94,69086.84,29720.1,91%,,,
07-01-2021,33258.45,59383.55,61092.44,56472.6,60585.63,26125.1,82%,,,
08-01-2021,31090.31,45927.43,49011.79,39849.46,48921.05,14837.12,57%,,,
09-01-2021,31711.18,42273.13,44775.76,35139,46904.63,10561.95,48%,,,
10-01-2021,32255.03,39725.43,40258.72,34114.09,44803.48,7470.4,39%,,,
11-01-2021,64500.74,39360.82,43265.41,37591.65,37225.4,25139.92,42%,,,
12-01-2021,86497.91,49895.64,48738.07,47161.51,53787.34,36602.27,38%,,,
13-01-2021,69804.96,63354.17,58921.06,59772.06,71369.38,6450.79,2%,,,
14-01-2021,35030.76,64709.77,61987.29,63678.42,68463.6,29679.01,95%,,,
15-01-2021,37687.56,61674.85,59475.41,60148.93,65400.19,23987.29,74%,,,
16-01-2021,32500.16,49945.72,51396.24,45812.87,52628.05,17445.56,62%,,,
17-01-2021,39582.74,40410.25,42844.71,34716.14,43669.9,827.51,10%,,,
18-01-2021,33739.27,43837.7,48838.74,40629.05,42045.3,10098.43,25%,,,
19-01-2021,35777.47,41592.53,45508.08,37342.28,41927.23,5815.06,17%,,,
20-01-2021,35607.14,39312.2,41726.97,35821.13,40388.5,3705.06,13%,,,
21-01-2021,34435.71,35737.09,37912.16,33675.53,35623.57,1301.38,3%,,,
22-01-2021,52324.94,35557.35,36894.75,33518.26,36259.03,16767.59,31%,,,
23-01-2021,39582.62,38390.66,40344.54,37676.41,37151.04,1191.96,6%,,,
24-01-2021,75941.52,37737.7,39939.63,39823.24,33450.23,38203.82,56%,,,
25-01-2021,65455.08,53096.51,53734.97,56114.92,49439.65,12358.57,24%,,,
26-01-2021,79327.9,58073.4,56204.21,57746.57,60269.42,21254.5,24%,,,
27-01-2021,79634.66,61666.49,60775.95,62851.3,61372.22,17968.17,23%,,,
28-01-2021,65419.91,60965.59,62744.57,63826.7,56325.51,4454.32,14%,,,
29-01-2021,39676.99,61223.84,63321.15,64279.27,56071.08,21546.85,41%,,,
30-01-2021,41630.01,52347.75,58603.1,56485.42,41954.73,10717.74,1%,,,
31-01-2021,53187.48,44980.38,51877.61,48167.33,34896.22,8207.1,34%,,,
01-02-2021,97168.78,47416.7,57251.58,48677.11,36321.4,49752.08,63%,,,
02-02-2021,61574.87,68868,68650.38,65045.72,72907.91,7293.13,18%,,,
03-02-2021,59030.51,64654.62,68209.96,66411.41,59342.5,5624.11,1%,,,
04-02-2021,33835.87,64920.42,66449.42,66369.27,61942.59,31084.55,83%,,,
05-02-2021,33947.26,47700.99,54887.13,50409.14,37806.7,13753.73,11%,,,
06-02-2021,34899.89,40958.85,49982.4,42367.55,30526.59,6058.96,13%,,,
07-02-2021,74649.33,36497.92,43405.87,35115.7,30972.21,38151.41,59%,,,
08-02-2021,71293.38,53050.63,58494.54,54656.57,46000.76,18242.75,35%,,,
09-02-2021,60600.96,59144.54,60689.92,60858.85,55884.86,1456.42,8%,,,
10-02-2021,39471.8,60664.64,60685.18,61710.14,59598.58,21192.84,51%,,,
11-02-2021,83293.67,53296.14,55510.01,55131.19,49247.22,29997.53,41%,,,
12-02-2021,31850.1,55246.06,59584.49,59644.78,46508.91,23395.96,46%,,,
13-02-2021,32095.85,51109.27,55587.2,52923.55,44817.06,19013.42,40%,,,
14-02-2021,45077.32,52185.34,53780.54,53168.19,49607.29,7108.02,10%,,,
15-02-2021,54040.25,43496.35,48949.99,44041.67,37497.4,10543.9,31%,,,
16-02-2021,69310.08,49374.82,50468.68,47960.52,49695.26,19935.26,28%,,,
17-02-2021,73154.12,54300.21,54930.19,55201.38,52769.06,18853.91,28%,,,
18-02-2021,74040.74,58200.18,59111.72,60792.1,54696.72,15840.56,26%,,,
19-02-2021,63396.58,58832.21,59071.21,63361.71,54063.72,4564.37,15%,,,
20-02-2021,61263.58,57412.96,59690.92,61838.15,50709.8,3850.62,17%,,,
21-02-2021,2344.62,58444.42,59013.46,61610.05,54709.77,56099.8,2233%,,,
22-02-2021,8012.73,57570.13,56861.32,55892.31,59956.77,49557.4,648%,,,
23-02-2021,24163.32,43936.05,45869.19,40459.67,45479.3,19772.73,88%,,,
24-02-2021,16127.15,31240.11,34114.86,25101.15,34504.32,15112.96,114%,,,
25-02-2021,15282.02,29999.83,30853.64,25857.7,33288.16,14717.81,118%,,,
26-02-2021,14780.26,27822.41,26631.48,25814.09,31021.66,13042.15,110%,,,
27-02-2021,16316.81,25463.48,20709.09,20456.56,35224.78,9146.67,116%,,,
28-02-2021,13255.22,23504.76,16796.87,21671.93,32045.48,10249.54,142%,,,
01-03-2021,17617.26,28467.45,25796.55,26154.29,33451.5,10850.19,90%,,,
02-03-2021,32514.65,27339,25543.4,25266.6,31207.01,5175.65,4%,,,
03-03-2021,28136.75,32372.83,28183.89,29195.02,39739.57,4236.08,41%,,,
04-03-2021,21266.01,33299.81,29162.09,31294.63,39442.71,12033.8,85%,,,
05-03-2021,21266.01,32681.03,28384.7,31453.92,38204.49,11415.02,80%,,,
06-03-2021,21266.01,29638.78,25830.18,26838.68,36247.49,8372.77,70%,,,
07-03-2021,4002.5,27151.04,23487.9,25788.87,32176.35,23148.54,704%,,,
08-03-2021,16867.01,33144.8,27206.77,28724.34,43503.3,16277.79,158%,,,
